ensembl_gene_id	chromosome_name	start_position	end_position	percentage_gene_gc_content	description
ENSG00000225971	22	30136673	30137681	39.44	ribosomal protein S3A (RPS3A) pseudogene
ENSG00000225676	22	30184644	30207109	44.75	novel transcript
ENSG00000232530	22	30239194	30240538	53.16	LIF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53473]
ENSG00000128342	22	30240447	30246851	58.74	LIF, interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]
ENSG00000268812	22	30246205	30246998	60.33	uncharacterized LOC91370 [Source:NCBI gene;Acc:91370]
ENSG00000099985	22	30262829	30266840	60.32	oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]
ENSG00000279699	22	30275215	30276951	51.53	TEC
ENSG00000239282	22	30285117	30289627	61.29	cytosolic arginine sensor for mTORC1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:34423]
ENSG00000248751	22	30285238	30299482	59.12	novel protein
ENSG00000099992	22	30291990	30327046	52.5	TBC1 domain family member 10A [Source:HGNC Symbol;Acc:HGNC:23609]
ENSG00000099995	22	30331988	30356947	49.04	splicing factor 3a subunit 1 [Source:HGNC Symbol;Acc:HGNC:10765]
ENSG00000187860	22	30356635	30378658	54.68	coiled-coil domain containing 157 [Source:HGNC Symbol;Acc:HGNC:33854]
ENSG00000099999	22	30368811	30421771	53.32	ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434]
ENSG00000100003	22	30396857	30425317	50.43	SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]
ENSG00000249590	22	30409255	30428990	50.42	novel SEC14-like 2 (S. cerevisiae) (SEC14L2) and mitochondrial protein 18 kDa (MTP18) protein
ENSG00000273350	22	30420512	30420912	44.14	novel transcript, sense intronic to SEC14L2
ENSG00000222915	22	30421045	30421148	38.46	RNA, U6 small nuclear 564, pseudogene [Source:HGNC Symbol;Acc:HGNC:47527]
ENSG00000272689	22	30421206	30421536	35.95	novel transcript, sense intonic to
ENSG00000242114	22	30425530	30429053	56.98	mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]
ENSG00000273428	22	30435544	30436247	57.1	novel transcript
ENSG00000230137	22	30439837	30440318	60.37	solute carrier family 39 (zinc transporter), member 1 (SLC39A1) pseudogene
ENSG00000100012	22	30447959	30472049	48.09	SEC14 like lipid binding 3 [Source:HGNC Symbol;Acc:HGNC:18655]
ENSG00000181123	22	30475364	30492804	51.08	uncharacterized LOC107985579 [Source:NCBI gene;Acc:107985579]
ENSG00000214161	22	30481311	30481911	54.74	syndecan 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:18903]
ENSG00000133488	22	30488913	30505711	50.35	SEC14 like lipid binding 4 [Source:HGNC Symbol;Acc:HGNC:20627]
ENSG00000214491	22	30522799	30546682	50.55	SEC14 like lipid binding 6 [Source:HGNC Symbol;Acc:HGNC:40047]
ENSG00000225774	22	30542536	30544305	58.81	signal regulatory protein alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9663]
ENSG00000128242	22	30554635	30574587	53.55	galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24240]
ENSG00000100029	22	30576625	30607083	50.48	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]
ENSG00000223831	22	30598309	30606687	45.07	novel transcript
ENSG00000185339	22	30606838	30627278	50.79	transcobalamin 2 [Source:HGNC Symbol;Acc:HGNC:11653]
ENSG00000100036	22	30635652	30669016	50.98	solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]
ENSG00000167065	22	30652051	30667890	47.98	dual specificity phosphatase 18 [Source:HGNC Symbol;Acc:HGNC:18484]
ENSG00000250318	22	30653877	30654814	56.08	ribosomal protein L13a (RPL13A) pseudogene
ENSG00000184792	22	30693782	30907824	48.17	oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]
ENSG00000264661	22	30731557	30731641	56.47	microRNA 3200 [Source:HGNC Symbol;Acc:HGNC:38227]
ENSG00000237977	22	30902219	30902781	47.42	eukaryotic translation initiation factor 4H pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49036]
ENSG00000235989	22	30922308	30932449	49.88	MORC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26662]
ENSG00000133422	22	30925130	30968298	45.11	MORC family CW-type zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:23573]
ENSG00000253352	22	30969245	30979395	42.03	taurine up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:26066]
ENSG00000276664	22	30971005	30971149	36.55	
ENSG00000276057	22	30971296	30971382	35.63	
ENSG00000276965	22	30972857	30973093	51.48	
ENSG00000275307	22	30973417	30973597	41.99	
ENSG00000269987	22	30976515	30978848	40.57	novel transcript
ENSG00000269972	22	30977516	30977858	42.57	novel transcript
ENSG00000278920	22	31051630	31068327	47.4	novel transcript, sense overlapping SMTN
ENSG00000240186	22	31059989	31060285	50.84	RNA, 7SL, cytoplasmic 633, pseudogene [Source:HGNC Symbol;Acc:HGNC:46649]
ENSG00000183963	22	31064105	31104757	54.79	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]
ENSG00000273387	22	31082156	31083565	57.52	novel transcript, antisense to SMTN
ENSG00000198832	22	31104772	31120069	49.48	selenoprotein M [Source:HGNC Symbol;Acc:HGNC:30397]
ENSG00000235573	22	31113017	31113396	43.16	ribosomal protein S15a (RPS15A) pseudogene
ENSG00000185133	22	31122731	31134696	55.87	inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]
ENSG00000100078	22	31134809	31140607	57.1	phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934]
ENSG00000214125	22	31155966	31156647	54.11	small nuclear ribonucleoprotein polypeptide N (SNRPN) pseudogene
ENSG00000264141	22	31160062	31160119	63.79	microRNA 3928 [Source:HGNC Symbol;Acc:HGNC:38933]
ENSG00000138942	22	31160183	31207019	44.98	ring finger protein 185 [Source:HGNC Symbol;Acc:HGNC:26783]
ENSG00000254835	22	31205264	31205616	50.14	RNF185 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41161]
ENSG00000182541	22	31212239	31280080	47.35	LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]
ENSG00000199695	22	31222745	31222853	42.2	RNA, U6 small nuclear 1128, pseudogene [Source:HGNC Symbol;Acc:HGNC:48091]
ENSG00000202019	22	31230071	31230172	39.22	
ENSG00000100100	22	31281593	31292534	51.25	phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]
ENSG00000228839	22	31292499	31338021	45.31	PIK3IP1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:41072]
ENSG00000212542	22	31305404	31305512	47.71	RNA, 5S ribosomal pseudogene 496 [Source:HGNC Symbol;Acc:HGNC:43396]
ENSG00000100105	22	31325804	31346232	52.8	POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]
ENSG00000213888	22	31346777	31348719	59.44	long intergenic non-protein coding RNA 1521 [Source:HGNC Symbol;Acc:HGNC:26029]
ENSG00000206615	22	31388733	31388837	38.1	RNA, U6 small nuclear 338, pseudogene [Source:HGNC Symbol;Acc:HGNC:47301]
ENSG00000185721	22	31399523	31530634	44.41	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]
ENSG00000184708	22	31436977	31496108	44.22	eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:HGNC Symbol;Acc:HGNC:16687]
ENSG00000240591	22	31454251	31464204	43.25	novel transcript
ENSG00000199248	22	31479383	31479489	41.12	RNA, U6 small nuclear 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:34272]
ENSG00000198089	22	31488688	31618586	46.58	SFI1 centrin binding protein [Source:HGNC Symbol;Acc:HGNC:29064]
ENSG00000233733	22	31521199	31521592	46.95	H2A histone family member Z pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38019]
ENSG00000229169	22	31538352	31538589	44.96	ribosomal protein S26 (RPS260 pseudogene
ENSG00000214093	22	31559483	31559939	50.33	ribosomal protein S18 (RPS18) pseudogene
ENSG00000241878	22	31618491	31662432	51.17	phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999]
ENSG00000284082	22	31621467	31621531	64.62	microRNA 7109 [Source:HGNC Symbol;Acc:HGNC:50122]
ENSG00000183530	22	31676256	31750140	45.25	proline rich 14 like [Source:HGNC Symbol;Acc:HGNC:28738]
ENSG00000100150	22	31753867	31908033	45.28	DEP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18423]
ENSG00000285404	22	31754899	31956243	46.1	novel protein, DEPDC5-YWHAH readthrough
ENSG00000242251	22	31757202	31757498	52.19	RNA, 7SL, cytoplasmic 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:46036]
ENSG00000236132	22	31816379	31817491	47.35	ribosomal protein L17 (RPL17) pseudogene
ENSG00000252909	22	31837238	31837298	40.98	RNA, U6 small nuclear 201, pseudogene [Source:HGNC Symbol;Acc:HGNC:47164]
ENSG00000227813	22	31890344	31891434	42.9	novel pseudogene similar to e(y)2 protein
ENSG00000128254	22	31933521	31945518	52.77	chromosome 22 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:23051]
ENSG00000128245	22	31944461	31957603	45.04	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]
ENSG00000227519	22	31963357	31970400	50.89	novel transcript
ENSG00000230866	22	31970823	31973475	56.95	long intergenic non-protein coding RNA 2558 [Source:HGNC Symbol;Acc:HGNC:53597]
ENSG00000240647	22	31981147	31981427	49.11	RNA, 7SL, cytoplasmic 305, pseudogene [Source:HGNC Symbol;Acc:HGNC:46321]
ENSG00000232346	22	32039490	32039896	50.61	ribosomal protein S17 (RPS17) pseudogene
ENSG00000100170	22	32043032	32113029	43.23	solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036]
ENSG00000234479	22	32121977	32133469	49.41	AP1B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:297]
ENSG00000237439	22	32129689	32130612	51.08	novel pseudogene
ENSG00000232707	22	32134028	32134133	49.06	AP1B1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:298]
ENSG00000239674	22	32141267	32143272	47.41	novel transcript
ENSG00000205856	22	32149006	32159322	42.24	chromosome 22 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:27160]
ENSG00000230120	22	32159454	32160392	41.32	novel transcript
ENSG00000275656	22	32188400	32188487	51.14	
ENSG00000128253	22	32190435	32203477	48.64	ret finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:9979]
ENSG00000254127	22	32199919	32200234	59.18	immunoglobulin lambda constant/OR22-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15696]
ENSG00000242082	22	32205115	32269666	43.41	SLC5A4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53163]
ENSG00000100191	22	32218476	32255341	41.72	solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039]
ENSG00000214076	22	32269381	32273110	58.95	cleavage and polyadenylation specific factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19251]
ENSG00000224050	22	32273420	32277186	34.7	novel transcript
ENSG00000273325	22	32284683	32285131	35.63	novel transcript
ENSG00000234626	22	32327171	32343105	52.5	novel transcript
ENSG00000128276	22	32354885	32361161	47.75	ret finger protein like 3 [Source:HGNC Symbol;Acc:HGNC:9980]
ENSG00000271093	22	32356676	32356988	58.79	immunoglobulin lambda constant/OR22-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15697]
ENSG00000205853	22	32359906	32382052	42.18	RFPL3 antisense [Source:HGNC Symbol;Acc:HGNC:9981]
ENSG00000274617	22	32362972	32363059	47.73	
ENSG00000274170	22	32368497	32368567	50.7	
ENSG00000230736	22	32376664	32384343	47.01	uncharacterized LOC339666 [Source:NCBI gene;Acc:339666]
ENSG00000243519	22	32376682	32377135	57.27	immunoglobulin lambda variable (IV)/OR22-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15695]
ENSG00000241954	22	32383786	32385631	50.87	novel transcript
ENSG00000232218	22	32386668	32386868	60.7	Ral-GDS related protein Rgr (Rgr) pseudogene
ENSG00000100220	22	32387582	32412255	41.29	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:HGNC:26935]
ENSG00000184459	22	32413847	32464484	43.11	BPI fold containing family C [Source:HGNC Symbol;Acc:HGNC:16503]
ENSG00000100225	22	32474676	32498829	38.81	F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586]
ENSG00000185666	22	32512552	33058372	45.93	synapsin III [Source:HGNC Symbol;Acc:HGNC:11496]
ENSG00000236054	22	32583300	32584204	45.97	novel transcript
ENSG00000251890	22	32635102	32635198	50.52	RNA, 5S ribosomal pseudogene 497 [Source:HGNC Symbol;Acc:HGNC:43397]
ENSG00000229673	22	32783177	32784982	44.68	novel transcript
ENSG00000100234	22	32801701	32863043	47.18	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]
ENSG00000228194	22	33014980	33015461	42.32	novel pseudogene
ENSG00000228622	22	33105383	33106059	51.85	novel transcript
ENSG00000231253	22	33108529	33116294	43.94	long intergenic non-protein coding RNA 1640 [Source:HGNC Symbol;Acc:HGNC:52427]
ENSG00000233632	22	33137140	33137338	46.73	ibernator-specific blood complex, 20 kDa subunit pseudogene
ENSG00000133424	22	33162226	33922841	43.98	LARGE xylosyl- and glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:6511]
ENSG00000232073	22	33164063	33166439	42.15	novel transcript, antisense to LARGE
ENSG00000230741	22	33320865	33322813	47.15	novel transcript
ENSG00000266012	22	33436582	33436669	47.73	microRNA 4764 [Source:HGNC Symbol;Acc:HGNC:41714]
ENSG00000253007	22	33704786	33704920	57.04	small nucleolar RNA, H/ACA box 50B [Source:HGNC Symbol;Acc:HGNC:50432]
ENSG00000281295	22	33704786	33704922	56.93	small nucleolar RNA, H/ACA box 50B [Source:HGNC Symbol;Acc:HGNC:50432]
ENSG00000232081	22	33723832	33724912	49.95	LARGE intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41357]
ENSG00000224973	22	33725014	33750843	45.13	LARGE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40336]
ENSG00000273082	22	33922422	33922766	52.75	novel transcript, antisense to LARGE
ENSG00000236052	22	34017473	34188425	41.37	long intergenic non-protein coding RNA 1643 [Source:HGNC Symbol;Acc:HGNC:52430]
ENSG00000224404	22	34208141	34209262	43.4	novel transcript
ENSG00000235485	22	34589085	34591278	55.2	aconitase 2, mitochondrial (ACO2) pseudogene
ENSG00000280356	22	34641179	34651862	43.11	novel transcript
ENSG00000234891	22	34703126	34704885	41.42	novel transcript
ENSG00000237316	22	34711908	34724919	39.13	novel transcript
ENSG00000227895	22	34997719	35002862	43.1	ISX antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41188]
ENSG00000175329	22	35066136	35087387	47.22	intestine specific homeobox [Source:HGNC Symbol;Acc:HGNC:28084]
ENSG00000233080	22	35119824	35231056	45.97	long intergenic non-protein coding RNA 1399 [Source:HGNC Symbol;Acc:HGNC:50680]
ENSG00000273068	22	35122661	35127419	46.14	novel transcript
ENSG00000238153	22	35164304	35165347	48.56	nerve growth factor receptor (TNFRSF16) associated protein 1 (NGFRAP1) pseudogene
ENSG00000238584	22	35249772	35249833	38.71	RNA, U7 small nuclear 167 pseudogene [Source:HGNC Symbol;Acc:HGNC:45701]
ENSG00000100281	22	35257452	35295807	41.49	HMG-box containing 4 [Source:HGNC Symbol;Acc:HGNC:5003]
ENSG00000273176	22	35298838	35299541	46.02	novel transcript, antisense to TOM1
ENSG00000100284	22	35299275	35347994	53.51	target of myb1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11982]
ENSG00000266320	22	35335640	35335758	59.66	microRNA 3909 [Source:HGNC Symbol;Acc:HGNC:38987]
ENSG00000274280	22	35336721	35336799	68.35	microRNA 6069 [Source:HGNC Symbol;Acc:HGNC:50124]
ENSG00000282602	22	35372174	35372621	59.38	novel transcript
ENSG00000282041	22	35376422	35377261	54.88	novel transcript
ENSG00000100292	22	35380361	35394214	51.11	heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]
ENSG00000100297	22	35400063	35425430	52.51	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]
ENSG00000233388	22	35501861	35503586	39.75	tRNA methyltransferase 11 homolog (S. cerevisiae) (TRMT11) pseudogene
ENSG00000273044	22	35526932	35527415	54.55	novel transcript
ENSG00000100302	22	35540868	35554001	55.56	RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229]
ENSG00000198125	22	35606764	35637951	50.32	myoglobin [Source:HGNC Symbol;Acc:HGNC:6915]
ENSG00000268818	22	35626988	35635134	51.29	novel transcript
ENSG00000221963	22	35648395	35668409	41.58	apolipoprotein L6 [Source:HGNC Symbol;Acc:HGNC:14870]
ENSG00000228587	22	35685940	35689373	43.86	novel transcript
ENSG00000226336	22	35703803	35704176	51.87	mitochondrial ribosomal protein S16 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29733]
ENSG00000128313	22	35717872	35729483	47.71	apolipoprotein L5 [Source:HGNC Symbol;Acc:HGNC:14869]
ENSG00000100320	22	35738736	36028425	39.31	RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]
ENSG00000237406	22	35897270	35898404	47.05	NADH:ubiquinone oxidoreductase subunit A9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19252]
ENSG00000279652	22	35992321	36000469	40.95	novel transcript
ENSG00000279927	22	36066533	36070110	47.65	novel transcript
ENSG00000279217	22	36071000	36085573	46.43	novel transcript
ENSG00000279714	22	36091148	36093352	47.48	novel transcript
ENSG00000279805	22	36137430	36139350	47.21	TEC
ENSG00000128284	22	36140330	36166177	47.21	apolipoprotein L3 [Source:HGNC Symbol;Acc:HGNC:14868]
ENSG00000233764	22	36172422	36172779	39.66	MT-CO1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:52085]
ENSG00000231576	22	36172934	36173948	40.49	MT-CO2 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:52149]
ENSG00000237948	22	36174261	36174822	34.7	MT-ATP6 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:52176]
ENSG00000225557	22	36175167	36175854	42.44	MT-CO3 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:52122]
ENSG00000237129	22	36175857	36176526	39.1	MT-CYB pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:52302]
ENSG00000229088	22	36178554	36179385	40.87	MT-ND1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42097]
ENSG00000100336	22	36189124	36204840	49.11	apolipoprotein L4 [Source:HGNC Symbol;Acc:HGNC:14867]
ENSG00000128335	22	36226203	36239954	49.59	apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619]
ENSG00000100342	22	36253010	36267530	50.01	apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618]
ENSG00000100345	22	36281277	36388067	52.39	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]
ENSG00000278420	22	36286847	36286907	70.49	microRNA 6819 [Source:HGNC Symbol;Acc:HGNC:50155]
ENSG00000223695	22	36388626	36396517	46.17	novel transcript
ENSG00000237668	22	36421273	36421644	45.43	ribosomal protein S15a pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:36523]
ENSG00000252225	22	36440880	36440970	42.86	
ENSG00000228719	22	36445395	36454944	52.09	novel transcript
ENSG00000100348	22	36467036	36482030	51.41	thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772]
ENSG00000100350	22	36487190	36507101	52.7	FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]
ENSG00000100353	22	36510850	36529436	47.04	eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]
ENSG00000188078	22	36536656	36537604	55.85	Hermansky-Pudlak syndrome 1 (HPS1) pseudogene
ENSG00000229971	22	36552165	36552700	44.03	novel transcript
ENSG00000261675	22	36560870	36562915	51.76	novel transcript
ENSG00000166862	22	36563921	36703558	47.64	calcium voltage-gated channel auxiliary subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:1406]
ENSG00000234688	22	36703918	36721472	45.9	novel transcript
ENSG00000100360	22	36758202	36776256	51.18	intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626]
ENSG00000100362	22	36800684	36819479	51.49	parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]
ENSG00000234979	22	36816326	36819736	60.54	novel transcript
ENSG00000183822	22	36847372	36870441	51.27	NCF4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40393]
ENSG00000100365	22	36860988	36878015	53.4	neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]
ENSG00000100368	22	36913628	36940449	51.95	colony stimulating factor 2 receptor beta common subunit [Source:HGNC Symbol;Acc:HGNC:2436]
ENSG00000232254	22	36950529	36953723	59.66	colony stimulating factor 2 receptor beta common subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2437]
ENSG00000215403	22	36965248	36968172	48.31	uncharacterized protein FLJ39582-like [Source:NCBI gene;Acc:100506241]
ENSG00000185264	22	36991120	37007841	47.36	testis expressed 33 [Source:HGNC Symbol;Acc:HGNC:28568]
ENSG00000128311	22	37010859	37020183	57.04	thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]
ENSG00000252412	22	37013225	37013319	42.11	
ENSG00000128309	22	37019635	37029822	55.28	mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]
ENSG00000100379	22	37051736	37063390	60.2	potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:HGNC:25705]
ENSG00000201078	22	37055033	37055347	58.73	RNA, 7SK small nuclear pseudogene 214 [Source:HGNC Symbol;Acc:HGNC:45938]
ENSG00000187045	22	37065436	37109713	55.26	transmembrane serine protease 6 [Source:HGNC Symbol;Acc:HGNC:16517]
ENSG00000231467	22	37080068	37082847	56.87	novel transcript
ENSG00000100385	22	37125838	37175054	54.21	interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]
ENSG00000235237	22	37166757	37182850	54.09	novel transcript
ENSG00000133466	22	37180167	37199385	50.64	C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]
ENSG00000278195	22	37204238	37212322	58.86	somatostatin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11332]
ENSG00000226233	22	37215738	37215891	40.91	ribosomal protein L39 (RPL39) pseudogene
ENSG00000128340	22	37225261	37244448	57.65	Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]
ENSG00000100055	22	37282027	37315345	55.45	cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]
ENSG00000243902	22	37339583	37427445	57.74	extracellular leucine rich repeat and fibronectin type III domain containing 2 [Source:NCBI gene;Acc:114794]
ENSG00000237862	22	37352190	37354839	48.91	uncharacterized LOC100506271 [Source:NCBI gene;Acc:100506271]
ENSG00000166897	22	37367960	37427470	58.58	extracellular leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396]
ENSG00000272694	22	37371684	37372858	62.47	novel transcript, antisense to ELFN2
ENSG00000100060	22	37469063	37486401	56.67	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]
ENSG00000100065	22	37490362	37519542	57.09	caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422]
ENSG00000225867	22	37550026	37551735	51.23	novel transcript
ENSG00000128283	22	37560447	37569405	58.87	CDC42 effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17014]
ENSG00000100079	22	37570246	37582616	50.79	galectin 2 [Source:HGNC Symbol;Acc:HGNC:6562]
ENSG00000273866	22	37578669	37578922	53.54	
ENSG00000100083	22	37608475	37633564	56.62	golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]
ENSG00000100092	22	37634654	37656119	57.36	SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]
ENSG00000285304	22	37639693	37666932	56.04	novel protein
ENSG00000233360	22	37641832	37658377	55.25	uncharacterized LOC101927051 [Source:NCBI gene;Acc:101927051]
ENSG00000241360	22	37658727	37666934	55.3	pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259]
ENSG00000241333	22	37669464	37669739	54.35	RNA, 7SL, cytoplasmic 385, pseudogene [Source:HGNC Symbol;Acc:HGNC:46401]
ENSG00000100097	22	37675608	37679806	56.78	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]
ENSG00000273899	22	37681673	37693478	54.42	nucleolar protein 12 [Source:HGNC Symbol;Acc:HGNC:28585]
ENSG00000100101	22	37686414	37726503	54.07	novel transcript
ENSG00000100106	22	37696988	37776556	54.35	TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]
ENSG00000189060	22	37805093	37807436	53.2	H1 histone family member 0 [Source:HGNC Symbol;Acc:HGNC:4714]
ENSG00000100116	22	37807905	37817176	54.21	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]
ENSG00000128310	22	37823382	37825495	66.13	galanin receptor 3 [Source:HGNC Symbol;Acc:HGNC:4134]
ENSG00000100124	22	37830855	37849327	50.74	ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25185]
ENSG00000284197	22	37844272	37844371	71	microRNA 658 [Source:HGNC Symbol;Acc:HGNC:32914]
ENSG00000207696	22	37847678	37847774	53.61	microRNA 659 [Source:HGNC Symbol;Acc:HGNC:32915]
ENSG00000100129	22	37848868	37889407	46	eukaryotic translation initiation factor 3 subunit L [Source:HGNC Symbol;Acc:HGNC:18138]
ENSG00000279738	22	37876148	37895563	47.94	novel transcript, sense overlapping to EIF3L
ENSG00000207227	22	37891347	37891448	43.14	RNA, U6 small nuclear 900, pseudogene [Source:HGNC Symbol;Acc:HGNC:47863]
ENSG00000100139	22	37905657	37942822	55.92	MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]
ENSG00000278948	22	37943050	37944898	52.24	TEC
ENSG00000128346	22	37943050	37953669	50.35	chromosome 22 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:18589]
ENSG00000272582	22	37950965	37951778	48.28	novel transcript, antisense to C22orf23
ENSG00000100142	22	37952607	38041915	53.44	RNA polymerase II subunit F [Source:HGNC Symbol;Acc:HGNC:9193]
ENSG00000284289	22	37967563	37967624	61.29	microRNA 6820 [Source:HGNC Symbol;Acc:HGNC:50095]
ENSG00000100146	22	37970686	37987422	57.55	SRY-box 10 [Source:HGNC Symbol;Acc:HGNC:11190]
ENSG00000284266	22	37988794	37988853	55	microRNA 4534 [Source:HGNC Symbol;Acc:HGNC:41692]
ENSG00000222044	22	38032165	38034228	57.9	novel transcript
ENSG00000273214	22	38043230	38043920	52.68	novel transcript
ENSG00000100151	22	38056311	38075701	54.9	protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394]
ENSG00000233739	22	38057180	38073940	53.8	novel transcript
ENSG00000100156	22	38078134	38084093	62.38	solute carrier family 16 member 8 [Source:HGNC Symbol;Acc:HGNC:16270]
